ID,Departamento,Region,Grado_Academico,Sexo,Canal_empleado,Tiempo_emtrenamiento,Edad,Calificacion_ano_anterior,Duracion_servicio,KPIs>80%,Premio_ganado,Puntuacion_Promedio,Promovido
503,Operations,region_4,Bachelor's,m,other,1,32,4,3,1,0,58,0
504,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,29,3,2,1,0,50,0
505,Sales & Marketing,region_31,Master's & above,m,other,1,44,1,6,0,0,48,0
507,Procurement,region_11,Master's & above,m,sourcing,1,39,5,3,1,0,69,0
508,Analytics,region_4,Bachelor's,m,other,2,28,3,2,0,0,84,1
509,Sales & Marketing,region_2,Master's & above,m,other,1,30,1,4,0,0,50,0
510,Sales & Marketing,region_22,Master's & above,f,other,1,37,4,7,0,0,49,0
511,Finance,region_2,Bachelor's,m,sourcing,1,30,3,4,1,0,58,0
513,Technology,region_25,Master's & above,m,sourcing,1,36,5,8,1,0,76,1
514,Technology,region_2,Master's & above,m,other,2,41,3,12,0,0,78,0
515,Procurement,region_4,Bachelor's,m,sourcing,1,31,3,7,0,0,65,0
516,Analytics,region_22,Bachelor's,m,other,2,32,5,2,0,0,85,0
519,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,31,4,7,0,0,48,0
520,Operations,region_21,Master's & above,f,sourcing,1,34,5,6,1,0,59,0
521,Procurement,region_6,Bachelor's,m,other,1,43,3,6,0,0,69,0
522,Technology,region_24,Bachelor's,m,sourcing,2,27,2,4,0,0,82,0
524,Analytics,region_26,Bachelor's,m,sourcing,2,32,3,8,0,0,88,0
525,Sales & Marketing,region_22,Bachelor's,m,other,4,30,3,4,0,0,49,0
526,Sales & Marketing,region_7,Bachelor's,m,other,2,28,1,5,0,0,48,0
527,Analytics,region_2,Master's & above,m,other,2,47,3,15,0,0,84,0
529,Procurement,region_2,Bachelor's,m,sourcing,1,26,3,2,0,0,76,0
530,Procurement,region_2,Bachelor's,f,other,1,44,3,2,0,0,70,0
531,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,31,5,3,1,0,52,0
532,Analytics,region_22,Bachelor's,m,other,2,26,5,4,0,0,85,1
533,Analytics,region_30,Bachelor's,m,sourcing,2,26,,1,0,0,83,0
534,Sales & Marketing,region_4,,m,sourcing,1,22,3,2,1,0,49,0
535,Operations,region_7,Bachelor's,f,other,2,38,4,10,0,0,58,0
536,Analytics,region_20,Bachelor's,m,sourcing,1,29,1,2,0,0,80,0
537,Operations,region_8,Master's & above,f,sourcing,1,36,3,6,0,0,59,0
539,R&D,region_22,Master's & above,m,sourcing,1,29,2,3,0,0,86,0
540,Finance,region_2,Master's & above,m,sourcing,1,36,3,2,1,0,64,0
541,Technology,region_15,Bachelor's,m,sourcing,1,35,3,9,0,0,87,0
543,Analytics,region_8,Bachelor's,m,other,1,31,1,4,1,0,87,0
547,Technology,region_25,Master's & above,f,sourcing,1,33,3,7,0,0,77,0
551,Procurement,region_2,Below Secondary,m,other,2,24,3,2,0,0,73,0
552,Technology,region_7,Master's & above,f,other,1,35,1,10,0,0,81,0
554,Sales & Marketing,region_6,,m,other,1,26,,1,0,0,46,0
555,Finance,region_28,Master's & above,f,sourcing,1,33,4,3,0,0,66,0
556,Sales & Marketing,region_7,Master's & above,m,other,1,44,5,16,1,0,47,0
557,Sales & Marketing,region_26,,m,other,1,26,,1,0,0,52,0
558,Operations,region_8,Bachelor's,m,other,1,31,3,4,0,1,59,0
559,Analytics,region_2,Bachelor's,m,sourcing,1,45,5,15,0,0,88,0
562,Operations,region_7,Master's & above,m,sourcing,1,35,2,10,0,0,57,0
563,Sales & Marketing,region_17,Bachelor's,m,other,2,32,4,5,1,0,50,0
567,Sales & Marketing,region_29,Master's & above,m,sourcing,1,35,4,10,0,0,49,0
568,Sales & Marketing,region_7,Bachelor's,m,other,1,34,3,10,1,0,51,1
569,Procurement,region_17,Bachelor's,m,sourcing,3,33,4,7,1,0,70,1
570,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,40,4,6,1,0,52,0
571,Sales & Marketing,region_30,Bachelor's,m,other,1,26,,1,0,0,53,0
573,R&D,region_22,Bachelor's,f,other,1,29,,1,1,0,86,0
574,Operations,region_2,Master's & above,m,sourcing,1,36,5,3,1,0,58,0
577,Operations,region_11,Master's & above,m,other,1,36,4,10,1,0,60,0
578,Procurement,region_2,Bachelor's,f,other,2,35,3,7,0,0,68,0
579,Sales & Marketing,region_13,Bachelor's,f,other,1,38,5,3,1,0,50,0
580,Operations,region_2,Master's & above,f,sourcing,3,44,4,15,1,0,61,0
581,Operations,region_31,Bachelor's,m,other,2,31,3,5,0,0,61,0
582,Operations,region_29,Bachelor's,f,other,1,38,2,5,0,0,59,0
586,Analytics,region_2,Bachelor's,m,other,1,30,1,6,0,0,86,0
587,Operations,region_20,Bachelor's,m,sourcing,1,30,4,4,0,0,63,0
588,Operations,region_2,,m,other,1,31,5,4,1,0,60,0
589,Sales & Marketing,region_14,,m,other,2,24,,1,0,0,47,0
592,Operations,region_22,Bachelor's,m,other,1,31,2,3,0,0,59,0
593,Finance,region_25,Bachelor's,m,sourcing,2,31,3,6,0,0,62,0
594,Analytics,region_28,Master's & above,m,sourcing,2,34,5,6,1,0,90,0
595,Sales & Marketing,region_2,Master's & above,m,other,1,45,4,7,0,0,50,0
596,Procurement,region_29,Bachelor's,m,other,2,32,3,7,0,0,68,0
597,Procurement,region_2,Bachelor's,m,other,1,47,2,15,0,0,69,0
598,Finance,region_22,Master's & above,m,other,1,34,1,6,0,0,60,0
599,Procurement,region_22,Master's & above,m,sourcing,1,41,3,3,1,0,69,0
600,Procurement,region_6,Bachelor's,f,other,1,28,,1,0,0,72,0
601,Sales & Marketing,region_10,Bachelor's,m,other,1,36,5,8,1,0,53,0
602,Technology,region_23,Master's & above,f,other,1,43,3,4,0,0,80,0
603,Operations,region_15,Bachelor's,m,other,1,28,5,5,1,0,62,0
604,Technology,region_26,Bachelor's,m,other,1,35,1,6,1,0,77,1
605,Technology,region_31,Bachelor's,f,other,1,29,2,2,0,0,79,0
607,R&D,region_26,Master's & above,m,sourcing,2,29,,1,0,0,88,1
608,Sales & Marketing,region_10,Master's & above,m,other,1,42,3,6,1,0,47,0
609,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,40,1,12,0,0,48,0
612,Sales & Marketing,region_32,Bachelor's,m,other,1,33,1,6,0,0,53,0
613,Technology,region_13,Bachelor's,m,sourcing,1,44,1,12,0,0,79,0
615,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,34,4,3,0,0,51,0
617,Operations,region_15,Bachelor's,m,other,1,41,5,5,1,0,56,1
618,Operations,region_2,Bachelor's,f,sourcing,1,38,1,8,0,0,57,0
621,Procurement,region_2,Bachelor's,m,sourcing,1,42,3,10,0,0,67,0
623,Legal,region_2,Below Secondary,f,other,1,27,4,2,0,0,60,0
624,Technology,region_13,Bachelor's,f,other,1,29,3,2,0,0,82,0
626,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,53,1,5,0,0,49,0
628,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,30,1,5,0,0,51,0
631,Sales & Marketing,region_28,Bachelor's,f,other,1,30,4,2,0,0,50,0
632,R&D,region_31,Master's & above,m,sourcing,3,33,3,5,0,0,82,0
633,Sales & Marketing,region_17,Bachelor's,f,sourcing,1,26,3,2,0,0,49,0
634,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,3,4,1,1,50,0
635,Technology,region_24,Bachelor's,m,other,1,29,4,2,1,0,82,0
636,HR,region_27,Master's & above,m,other,1,34,4,2,0,0,48,0
638,Procurement,region_16,Bachelor's,f,other,1,39,3,8,0,0,68,0
639,Analytics,region_25,Bachelor's,m,other,1,31,1,6,1,0,89,0
640,Procurement,region_2,Bachelor's,m,sourcing,10,36,1,10,0,0,66,0
641,Operations,region_28,Bachelor's,m,sourcing,1,32,4,6,0,0,60,0
643,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,28,1,2,0,0,49,0
644,Procurement,region_26,Bachelor's,f,other,1,49,2,6,0,0,70,0
645,Operations,region_7,Master's & above,f,sourcing,1,38,3,9,0,0,62,0
646,Procurement,region_4,Bachelor's,f,other,1,29,4,5,0,0,67,0
648,Technology,region_2,Bachelor's,m,sourcing,2,42,3,3,0,0,80,0
652,Procurement,region_31,Bachelor's,f,sourcing,2,29,3,2,0,0,70,0
653,Operations,region_13,Bachelor's,f,sourcing,1,33,1,2,0,0,60,0
656,Technology,region_5,Master's & above,m,other,1,48,3,7,0,0,78,0
659,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,26,3,4,0,0,53,0
660,Technology,region_16,Bachelor's,f,sourcing,1,30,5,2,0,0,81,0
661,Technology,region_7,Master's & above,f,referred,1,33,4,5,0,0,83,0
662,Technology,region_4,Master's & above,m,sourcing,1,36,1,3,0,0,81,0
663,Operations,region_13,Master's & above,m,other,2,35,3,9,1,0,55,0
664,Procurement,region_15,Bachelor's,f,other,1,29,3,4,0,0,74,0
665,Operations,region_2,Master's & above,f,sourcing,1,54,5,11,1,0,58,1
667,Technology,region_15,Master's & above,m,other,1,41,2,15,0,0,83,0
668,Sales & Marketing,region_2,Master's & above,f,sourcing,3,37,1,3,0,0,49,0
669,Sales & Marketing,region_13,Bachelor's,f,other,1,31,5,4,0,0,46,0
670,Technology,region_26,Bachelor's,m,other,2,25,4,3,0,0,79,0
671,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,29,5,2,0,0,46,0
673,Procurement,region_19,Master's & above,m,other,1,43,1,8,0,0,72,0
674,Technology,region_17,Master's & above,f,sourcing,1,46,5,17,0,0,82,0
675,Sales & Marketing,region_22,Bachelor's,m,other,1,28,2,4,1,0,51,0
676,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,35,4,3,1,0,52,0
678,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,31,4,7,0,0,49,0
679,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,36,3,4,1,0,50,0
680,Operations,region_15,Master's & above,m,sourcing,2,46,5,16,1,0,64,0
682,Sales & Marketing,region_1,Bachelor's,m,other,1,39,1,10,0,0,47,0
683,Sales & Marketing,region_26,Bachelor's,m,other,1,36,2,2,0,0,52,0
684,Analytics,region_4,Master's & above,m,sourcing,1,49,5,4,1,0,86,0
685,Analytics,region_2,Bachelor's,m,other,1,37,3,10,1,0,86,0
687,Technology,region_2,Bachelor's,f,other,2,22,,1,0,0,79,0
688,Finance,region_30,Bachelor's,m,sourcing,3,26,3,4,0,0,56,0
689,Procurement,region_2,Master's & above,m,other,1,42,3,2,0,0,69,0
690,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,30,1,5,0,0,48,0
691,Procurement,region_26,Bachelor's,f,sourcing,1,33,3,7,0,0,70,0
692,Sales & Marketing,region_13,Bachelor's,m,other,2,32,1,6,0,0,45,0
693,Sales & Marketing,region_2,,m,sourcing,1,42,1,4,1,0,49,0
694,Analytics,region_22,Master's & above,m,sourcing,1,35,1,3,0,0,86,0
698,Operations,region_4,Master's & above,m,other,1,41,5,12,1,0,61,0
701,Sales & Marketing,region_32,Bachelor's,f,other,1,27,1,4,0,0,53,0
703,Analytics,region_22,,f,other,1,27,,1,0,0,84,0
704,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,26,4,4,0,0,60,1
708,Operations,region_19,Master's & above,m,other,1,49,3,19,0,0,64,0
709,Sales & Marketing,region_2,Master's & above,f,sourcing,2,45,2,18,0,0,45,0
710,Analytics,region_22,Bachelor's,m,other,1,28,,1,1,0,86,1
712,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,28,4,2,0,0,46,0
713,Operations,region_11,Bachelor's,f,sourcing,1,33,5,4,1,0,58,0
714,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,31,3,5,0,0,46,0
715,Sales & Marketing,region_2,Bachelor's,m,other,1,58,5,18,0,0,50,0
716,Sales & Marketing,region_20,Master's & above,m,other,1,37,4,9,1,0,49,0
717,Operations,region_32,Bachelor's,f,sourcing,1,42,3,7,1,0,59,0
721,Sales & Marketing,region_26,Bachelor's,f,other,4,29,3,4,0,0,51,0
722,Analytics,region_26,Master's & above,m,sourcing,1,35,4,8,0,0,84,0
723,Sales & Marketing,region_22,Bachelor's,m,other,1,23,,1,0,0,48,0
725,Operations,region_27,Bachelor's,m,sourcing,1,28,4,2,0,0,58,0
729,Sales & Marketing,region_13,Bachelor's,m,other,1,37,4,2,1,0,64,1
731,HR,region_22,Bachelor's,f,other,1,27,3,1,0,0,45,0
734,Sales & Marketing,region_15,Master's & above,m,other,2,36,3,9,0,0,47,0
735,Technology,region_27,Master's & above,m,other,1,44,3,8,0,0,81,0
739,Sales & Marketing,region_2,Master's & above,m,other,1,57,4,16,0,0,47,0
740,Procurement,region_20,Bachelor's,f,other,1,28,,1,1,0,70,1
741,HR,region_7,Master's & above,m,other,1,44,3,6,0,0,53,0
742,Technology,region_22,Bachelor's,m,other,1,26,,1,1,0,80,1
743,Operations,region_7,Bachelor's,m,other,1,41,3,3,0,0,56,0
744,Technology,region_31,Bachelor's,m,other,1,48,1,8,0,0,83,0
745,Technology,region_22,Bachelor's,m,referred,1,31,4,4,0,0,78,0
746,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,26,3,2,0,0,48,0
747,Sales & Marketing,region_31,Master's & above,m,other,1,33,2,4,0,0,57,0
748,R&D,region_22,Bachelor's,m,other,3,28,3,4,1,1,86,0
750,Sales & Marketing,region_7,Bachelor's,m,sourcing,3,50,3,7,0,0,51,0
751,Operations,region_22,Master's & above,f,sourcing,1,40,4,4,1,0,57,0
752,Operations,region_29,Bachelor's,f,other,1,29,3,3,0,0,59,0
753,Sales & Marketing,region_16,Bachelor's,m,other,2,27,3,2,0,0,48,0
755,Sales & Marketing,region_11,Bachelor's,m,other,1,23,,1,0,0,46,0
756,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,33,5,7,1,0,50,0
757,Operations,region_3,Master's & above,m,other,1,41,3,7,0,0,56,0
758,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,44,3,16,0,0,47,0
760,Technology,region_4,Master's & above,m,other,1,34,3,8,0,0,79,0
766,Sales & Marketing,region_7,Bachelor's,m,other,1,42,4,10,1,0,52,0
767,Operations,region_22,Bachelor's,m,other,1,30,3,7,0,0,60,0
768,Technology,region_24,Master's & above,m,sourcing,3,34,4,9,1,0,79,0
769,Operations,region_8,Master's & above,f,other,1,40,1,4,1,1,64,0
770,Analytics,region_26,Master's & above,m,sourcing,1,40,4,7,0,0,84,0
772,Operations,region_10,Bachelor's,m,other,1,28,4,1,0,0,62,0
773,Sales & Marketing,region_22,Master's & above,m,sourcing,1,44,3,16,1,0,47,0
774,HR,region_7,Master's & above,f,sourcing,1,37,3,2,1,0,51,0
776,Sales & Marketing,region_23,Master's & above,m,other,1,37,3,10,0,0,43,0
778,R&D,region_27,,m,other,2,28,3,1,0,0,81,0
779,Sales & Marketing,region_10,Master's & above,m,other,1,40,1,11,0,0,50,0
780,Analytics,region_11,Master's & above,m,other,1,33,5,5,1,0,79,0
781,Technology,region_13,Bachelor's,f,sourcing,1,41,2,2,1,1,75,0
782,Operations,region_22,Bachelor's,m,sourcing,1,28,,1,1,0,61,0
783,Operations,region_15,Bachelor's,m,sourcing,1,34,5,5,1,0,65,0
785,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,31,5,5,0,0,46,0
786,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,35,5,6,1,1,54,0
789,R&D,region_31,Master's & above,m,other,1,33,1,2,0,0,87,0
791,Procurement,region_2,Bachelor's,f,other,1,31,4,4,1,0,69,0
792,Sales & Marketing,region_8,Master's & above,m,sourcing,1,31,5,6,0,0,47,0
794,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,34,1,5,0,0,52,0
795,HR,region_2,,f,other,1,31,3,3,1,0,52,0
796,Operations,region_22,Below Secondary,m,sourcing,1,24,,1,1,0,57,0
797,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,30,1,6,0,0,51,0
800,Sales & Marketing,region_13,Bachelor's,m,other,1,36,2,3,0,0,52,0
803,Sales & Marketing,region_22,Master's & above,m,other,1,43,5,14,0,0,48,0
804,Sales & Marketing,region_8,Bachelor's,f,other,1,31,3,3,0,0,47,0
805,Operations,region_22,Bachelor's,m,sourcing,1,30,4,4,0,0,59,0
806,Analytics,region_22,Bachelor's,m,other,1,28,1,6,1,0,81,0
807,Analytics,region_26,Bachelor's,m,other,1,38,5,4,0,0,85,0
809,Procurement,region_2,Master's & above,f,other,2,38,2,5,0,0,68,0
810,Sales & Marketing,region_26,Bachelor's,m,other,2,29,3,3,0,0,50,0
811,Sales & Marketing,region_2,Bachelor's,f,other,1,59,5,18,0,0,48,0
812,Analytics,region_32,Bachelor's,m,other,1,30,4,2,1,0,84,0
814,Operations,region_33,Master's & above,m,other,1,40,3,13,0,0,57,0
815,Sales & Marketing,region_26,Bachelor's,m,sourcing,3,33,3,3,0,0,48,0
816,Technology,region_1,Master's & above,m,other,1,30,2,4,0,0,78,0
817,Sales & Marketing,region_13,Master's & above,m,other,1,49,1,12,0,0,55,0
818,Sales & Marketing,region_2,Bachelor's,f,other,1,33,3,10,0,0,45,0
819,Sales & Marketing,region_11,,m,sourcing,1,23,1,2,0,0,43,0
820,Operations,region_26,,m,sourcing,1,26,4,3,0,0,55,0
821,Operations,region_31,Bachelor's,m,other,1,25,3,4,1,0,65,0
822,Operations,region_14,Master's & above,f,sourcing,1,40,3,6,0,0,59,0
823,Sales & Marketing,region_6,Bachelor's,m,sourcing,2,37,2,3,0,0,47,0
824,Sales & Marketing,region_22,Bachelor's,m,other,1,27,5,5,0,0,52,0
825,Sales & Marketing,region_26,Master's & above,m,sourcing,1,39,4,4,0,0,46,0
826,Sales & Marketing,region_15,Bachelor's,m,other,1,33,2,2,0,0,47,0
828,Analytics,region_10,Master's & above,m,sourcing,1,33,5,6,1,0,86,0
830,Sales & Marketing,region_2,Master's & above,m,other,1,50,5,18,1,0,53,1
831,Sales & Marketing,region_19,Bachelor's,m,other,1,48,3,4,1,0,47,0
832,Procurement,region_7,Bachelor's,m,sourcing,1,47,1,16,0,0,70,0
834,Procurement,region_2,Bachelor's,f,other,1,32,1,3,1,0,69,0
835,Analytics,region_31,Bachelor's,f,sourcing,1,29,1,2,0,0,82,0
837,Operations,region_7,Bachelor's,m,other,1,31,3,7,1,0,60,0
839,Legal,region_2,Master's & above,f,sourcing,1,42,4,13,0,0,57,0
841,Analytics,region_9,Master's & above,m,sourcing,1,29,5,4,0,0,85,0
843,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,31,,1,0,0,53,0
844,Operations,region_22,Bachelor's,f,other,2,33,5,6,0,0,70,1
845,Sales & Marketing,region_1,Master's & above,m,other,1,34,5,3,1,0,53,0
846,Procurement,region_2,Bachelor's,m,sourcing,3,26,3,4,0,0,70,0
847,Finance,region_30,Bachelor's,m,sourcing,1,29,3,8,1,0,63,0
848,HR,region_7,Master's & above,f,sourcing,1,35,5,7,1,0,48,0
849,Technology,region_2,Bachelor's,f,sourcing,3,30,3,6,0,0,81,0
851,R&D,region_26,Bachelor's,m,other,1,29,3,3,0,0,84,0
853,HR,region_22,Bachelor's,m,other,1,29,3,5,0,0,55,0
854,Operations,region_8,Bachelor's,m,other,1,30,5,3,1,0,57,0
855,Sales & Marketing,region_2,,m,other,1,59,1,18,0,0,49,0
857,Sales & Marketing,region_9,Bachelor's,m,other,1,33,5,3,0,0,48,0
858,Analytics,region_7,Master's & above,m,sourcing,1,50,3,16,0,0,90,0
860,Sales & Marketing,region_31,Bachelor's,m,other,1,34,3,4,0,0,50,0
861,HR,region_22,Bachelor's,f,referred,1,27,,1,1,0,43,1
863,Finance,region_22,Bachelor's,m,other,3,24,,1,1,0,61,0
865,Sales & Marketing,region_22,Bachelor's,m,other,1,39,5,11,0,0,49,0
866,Sales & Marketing,region_26,Master's & above,m,sourcing,1,47,2,15,0,0,51,0
867,Technology,region_22,Bachelor's,m,other,3,29,4,6,0,0,79,0
869,Technology,region_2,Bachelor's,f,sourcing,1,41,2,11,0,0,82,0
871,Sales & Marketing,region_26,Bachelor's,m,other,1,42,5,7,0,0,46,0
876,Finance,region_2,Master's & above,m,other,2,57,4,7,1,0,58,0
878,Technology,region_7,Bachelor's,m,referred,1,30,3,2,0,0,79,0
880,Finance,region_14,Master's & above,m,other,1,34,1,5,0,0,56,0
881,Operations,region_15,Bachelor's,m,sourcing,2,38,4,2,0,0,64,0
882,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,34,4,7,0,0,48,0
884,Analytics,region_7,Bachelor's,m,other,1,30,3,6,1,0,85,0
885,Procurement,region_27,Master's & above,f,sourcing,1,32,3,7,1,1,90,1
887,Procurement,region_16,Bachelor's,m,sourcing,1,30,,1,1,0,73,0
888,Legal,region_2,Master's & above,m,other,1,58,4,3,0,0,58,0
889,Analytics,region_22,Bachelor's,m,other,2,33,3,8,0,0,87,0
890,Finance,region_28,Master's & above,m,other,2,31,3,9,0,0,61,0
891,Sales & Marketing,region_15,Master's & above,m,other,1,48,4,16,0,0,51,0
894,R&D,region_22,Bachelor's,m,sourcing,1,26,3,2,1,0,85,0
895,Sales & Marketing,region_2,Master's & above,m,other,1,45,3,3,1,0,49,0
897,Sales & Marketing,region_20,Bachelor's,f,other,1,28,4,3,1,0,49,1
898,Operations,region_22,Bachelor's,m,other,2,38,4,5,1,0,57,0
899,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,36,3,4,1,0,54,0
900,Analytics,region_22,Bachelor's,m,sourcing,1,38,5,4,1,0,85,0
901,Technology,region_27,Master's & above,f,sourcing,1,39,1,10,0,0,80,0
904,Operations,region_7,Bachelor's,m,sourcing,2,26,4,4,0,0,60,0
905,Sales & Marketing,region_23,Bachelor's,m,other,1,35,3,8,0,0,49,0
906,Operations,region_6,Bachelor's,f,other,2,31,4,5,0,0,61,0
907,Sales & Marketing,region_1,Master's & above,m,sourcing,1,41,3,11,0,0,49,0
908,Operations,region_2,Master's & above,m,other,1,44,3,11,0,0,54,0
909,Legal,region_2,Bachelor's,f,other,1,27,5,3,0,0,57,0
910,Procurement,region_26,Bachelor's,m,other,2,35,5,8,1,0,70,1
911,Procurement,region_7,Bachelor's,m,other,2,32,5,7,1,0,66,1
912,Sales & Marketing,region_31,Bachelor's,f,other,2,25,3,2,0,0,53,0
913,Technology,region_7,Master's & above,m,sourcing,4,48,3,6,0,0,76,0
914,Finance,region_22,Bachelor's,m,sourcing,1,26,4,2,1,0,61,0
917,Operations,region_27,Bachelor's,m,sourcing,1,43,3,15,0,0,56,0
918,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,43,4,6,0,0,53,0
919,Sales & Marketing,region_31,Bachelor's,m,other,2,31,1,6,0,0,48,0
920,Technology,region_7,Master's & above,f,other,2,40,4,12,1,0,82,0
922,Sales & Marketing,region_13,Master's & above,m,other,1,44,5,3,0,0,43,0
923,Sales & Marketing,region_22,Bachelor's,m,other,1,36,1,9,0,0,52,0
925,Analytics,region_2,Master's & above,m,sourcing,1,47,1,18,0,0,86,0
926,Technology,region_10,Bachelor's,m,sourcing,1,33,3,7,0,0,80,0
927,Legal,region_22,Bachelor's,f,sourcing,1,29,3,2,0,0,60,0
929,Procurement,region_15,Bachelor's,m,other,1,31,2,4,0,0,81,1
930,Technology,region_33,Bachelor's,f,other,1,36,3,9,0,0,74,0
931,Procurement,region_4,Master's & above,f,sourcing,1,39,4,10,1,0,71,1
932,Procurement,region_17,Bachelor's,f,other,2,38,4,4,1,0,68,0
933,Procurement,region_2,Bachelor's,m,other,1,33,4,6,0,0,68,0
934,Technology,region_31,Bachelor's,m,other,1,27,3,4,0,0,77,0
935,Operations,region_2,Bachelor's,m,other,1,38,5,9,1,0,57,0
936,Sales & Marketing,region_24,Master's & above,m,other,1,39,1,4,0,0,48,0
937,Technology,region_14,Bachelor's,m,other,1,29,3,4,0,0,79,0
938,Sales & Marketing,region_12,Bachelor's,m,other,1,37,3,2,1,0,95,1
940,Sales & Marketing,region_2,,m,other,1,32,1,7,0,1,48,0
942,Technology,region_22,Bachelor's,m,other,2,32,4,6,0,0,84,0
943,Sales & Marketing,region_2,Master's & above,m,sourcing,1,48,1,7,0,0,52,0
945,Analytics,region_13,Bachelor's,m,other,1,30,3,6,0,0,83,0
946,Procurement,region_8,Master's & above,f,sourcing,1,32,5,8,1,0,68,1
948,Sales & Marketing,region_19,Bachelor's,m,other,2,29,3,2,0,0,50,0
949,Sales & Marketing,region_32,,m,sourcing,1,26,3,2,0,0,51,0
953,Technology,region_7,Bachelor's,f,other,1,31,4,2,1,0,79,0
954,Procurement,region_2,Bachelor's,f,other,1,29,4,5,1,0,68,0
957,Operations,region_2,Bachelor's,m,other,1,34,5,9,1,0,59,0
958,Sales & Marketing,region_2,Bachelor's,m,other,1,56,4,12,0,0,48,0
959,Operations,region_2,Master's & above,m,sourcing,3,39,3,2,0,0,62,0
960,Procurement,region_4,Master's & above,m,sourcing,1,42,3,14,1,0,70,0
961,Legal,region_22,Master's & above,m,other,3,34,1,6,0,0,54,0
962,Analytics,region_22,Bachelor's,m,other,1,34,3,2,1,0,82,0
